STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER
"06","071","003201",1400000US06071003201,"06071003201","32.01",Census Tract 32.01,CA,San Bernardino County,California,CT,1296754,0
"06","071","003202",1400000US06071003202,"06071003202","32.02",Census Tract 32.02,CA,San Bernardino County,California,CT,1294810,0
"06","071","002313",1400000US06071002313,"06071002313","23.13",Census Tract 23.13,CA,San Bernardino County,California,CT,2010106,0
"06","071","000306",1400000US06071000306,"06071000306","3.06",Census Tract 3.06,CA,San Bernardino County,California,CT,2145533,0
"06","071","002111",1400000US06071002111,"06071002111","21.11",Census Tract 21.11,CA,San Bernardino County,California,CT,3484013,0
"06","071","002610",1400000US06071002610,"06071002610","26.10",Census Tract 26.10,CA,San Bernardino County,California,CT,781381,0
"06","071","002051",1400000US06071002051,"06071002051","20.51",Census Tract 20.51,CA,San Bernardino County,California,CT,1471411,0
"06","071","000305",1400000US06071000305,"06071000305","3.05",Census Tract 3.05,CA,San Bernardino County,California,CT,551490,0
"06","071","000120",1400000US06071000120,"06071000120","1.20",Census Tract 1.20,CA,San Bernardino County,California,CT,3759965,9094
"06","071","001907",1400000US06071001907,"06071001907","19.07",Census Tract 19.07,CA,San Bernardino County,California,CT,17944126,249662
"06","071","011802",1400000US06071011802,"06071011802","118.02",Census Tract 118.02,CA,San Bernardino County,California,CT,87830367,0
"06","071","002044",1400000US06071002044,"06071002044","20.44",Census Tract 20.44,CA,San Bernardino County,California,CT,2075477,21276
"06","071","002314",1400000US06071002314,"06071002314","23.14",Census Tract 23.14,CA,San Bernardino County,California,CT,4133452,0
"06","071","002310",1400000US06071002310,"06071002310","23.10",Census Tract 23.10,CA,San Bernardino County,California,CT,1546641,0
"06","071","002315",1400000US06071002315,"06071002315","23.15",Census Tract 23.15,CA,San Bernardino County,California,CT,2562025,0
"06","071","010427",1400000US06071010427,"06071010427","104.27",Census Tract 104.27,CA,San Bernardino County,California,CT,4909428,0
"06","071","010905",1400000US06071010905,"06071010905","109.05",Census Tract 109.05,CA,San Bernardino County,California,CT,81656354,1178386
"06","071","012105",1400000US06071012105,"06071012105","121.05",Census Tract 121.05,CA,San Bernardino County,California,CT,389656284,0
"06","071","000121",1400000US06071000121,"06071000121","1.21",Census Tract 1.21,CA,San Bernardino County,California,CT,23939885,0
"06","071","007308",1400000US06071007308,"06071007308","73.08",Census Tract 73.08,CA,San Bernardino County,California,CT,7447492,2371
"06","071","011004",1400000US06071011004,"06071011004","110.04",Census Tract 110.04,CA,San Bernardino County,California,CT,3666672,0
"06","071","009723",1400000US06071009723,"06071009723","97.23",Census Tract 97.23,CA,San Bernardino County,California,CT,9428771,10103
"06","071","009917",1400000US06071009917,"06071009917","99.17",Census Tract 99.17,CA,San Bernardino County,California,CT,3327398,0
"06","071","010027",1400000US06071010027,"06071010027","100.27",Census Tract 100.27,CA,San Bernardino County,California,CT,2925782,0
"06","071","010037",1400000US06071010037,"06071010037","100.37",Census Tract 100.37,CA,San Bernardino County,California,CT,7776318,0
"06","071","008004",1400000US06071008004,"06071008004","80.04",Census Tract 80.04,CA,San Bernardino County,California,CT,2264152,0
"06","071","000307",1400000US06071000307,"06071000307","3.07",Census Tract 3.07,CA,San Bernardino County,California,CT,1312030,0
"06","071","009724",1400000US06071009724,"06071009724","97.24",Census Tract 97.24,CA,San Bernardino County,California,CT,5278763,0
"06","071","000504",1400000US06071000504,"06071000504","5.04",Census Tract 5.04,CA,San Bernardino County,California,CT,10850946,0
"06","071","001901",1400000US06071001901,"06071001901","19.01",Census Tract 19.01,CA,San Bernardino County,California,CT,1941624,0
"06","071","000813",1400000US06071000813,"06071000813","8.13",Census Tract 8.13,CA,San Bernardino County,California,CT,2704879,86983
"06","071","000815",1400000US06071000815,"06071000815","8.15",Census Tract 8.15,CA,San Bernardino County,California,CT,2489056,0
"06","071","000819",1400000US06071000819,"06071000819","8.19",Census Tract 8.19,CA,San Bernardino County,California,CT,3244573,0
"06","071","003605",1400000US06071003605,"06071003605","36.05",Census Tract 36.05,CA,San Bernardino County,California,CT,1298177,0
"06","071","007306",1400000US06071007306,"06071007306","73.06",Census Tract 73.06,CA,San Bernardino County,California,CT,3322314,0
"06","071","009911",1400000US06071009911,"06071009911","99.11",Census Tract 99.11,CA,San Bernardino County,California,CT,4516596,0
"06","071","012101",1400000US06071012101,"06071012101","121.01",Census Tract 121.01,CA,San Bernardino County,California,CT,103422572,149543
"06","071","012400",1400000US06071012400,"06071012400","124",Census Tract 124,CA,San Bernardino County,California,CT,8363264,404481
"06","071","003607",1400000US06071003607,"06071003607","36.07",Census Tract 36.07,CA,San Bernardino County,California,CT,1827431,0
"06","071","002705",1400000US06071002705,"06071002705","27.05",Census Tract 27.05,CA,San Bernardino County,California,CT,2797995,0
"06","071","002306",1400000US06071002306,"06071002306","23.06",Census Tract 23.06,CA,San Bernardino County,California,CT,5070969,0
"06","071","004302",1400000US06071004302,"06071004302","43.02",Census Tract 43.02,CA,San Bernardino County,California,CT,3014226,37190
"06","071","002501",1400000US06071002501,"06071002501","25.01",Census Tract 25.01,CA,San Bernardino County,California,CT,3990972,0
"06","071","008901",1400000US06071008901,"06071008901","89.01",Census Tract 89.01,CA,San Bernardino County,California,CT,3518210253,10891060
"06","071","000207",1400000US06071000207,"06071000207","2.07",Census Tract 2.07,CA,San Bernardino County,California,CT,1267405,0
"06","071","010012",1400000US06071010012,"06071010012","100.12",Census Tract 100.12,CA,San Bernardino County,California,CT,11204886,62726
"06","071","002604",1400000US06071002604,"06071002604","26.04",Census Tract 26.04,CA,San Bernardino County,California,CT,1097637,0
"06","071","001310",1400000US06071001310,"06071001310","13.10",Census Tract 13.10,CA,San Bernardino County,California,CT,1417244,0
"06","071","009714",1400000US06071009714,"06071009714","97.14",Census Tract 97.14,CA,San Bernardino County,California,CT,10116545,0
"06","071","010022",1400000US06071010022,"06071010022","100.22",Census Tract 100.22,CA,San Bernardino County,California,CT,4719878,0
"06","071","010015",1400000US06071010015,"06071010015","100.15",Census Tract 100.15,CA,San Bernardino County,California,CT,5971603,0
"06","071","000603",1400000US06071000603,"06071000603","6.03",Census Tract 6.03,CA,San Bernardino County,California,CT,1990449,0
"06","071","012700",1400000US06071012700,"06071012700","127",Census Tract 127,CA,San Bernardino County,California,CT,26807875,0
"06","071","010402",1400000US06071010402,"06071010402","104.02",Census Tract 104.02,CA,San Bernardino County,California,CT,2419463013,0
"06","071","010413",1400000US06071010413,"06071010413","104.13",Census Tract 104.13,CA,San Bernardino County,California,CT,57792876,0
"06","071","011206",1400000US06071011206,"06071011206","112.06",Census Tract 112.06,CA,San Bernardino County,California,CT,3563234,3552
"06","071","000122",1400000US06071000122,"06071000122","1.22",Census Tract 1.22,CA,San Bernardino County,California,CT,30904188,0
"06","071","010034",1400000US06071010034,"06071010034","100.34",Census Tract 100.34,CA,San Bernardino County,California,CT,55677225,0
"06","071","010906",1400000US06071010906,"06071010906","109.06",Census Tract 109.06,CA,San Bernardino County,California,CT,4345093,1471745
"06","071","010904",1400000US06071010904,"06071010904","109.04",Census Tract 109.04,CA,San Bernardino County,California,CT,6104095,25948
"06","071","010035",1400000US06071010035,"06071010035","100.35",Census Tract 100.35,CA,San Bernardino County,California,CT,2613248,0
"06","071","009133",1400000US06071009133,"06071009133","91.33",Census Tract 91.33,CA,San Bernardino County,California,CT,152803270,0
"06","071","006102",1400000US06071006102,"06071006102","61.02",Census Tract 61.02,CA,San Bernardino County,California,CT,1725987,0
"06","071","008713",1400000US06071008713,"06071008713","87.13",Census Tract 87.13,CA,San Bernardino County,California,CT,4087845,0
"06","071","002406",1400000US06071002406,"06071002406","24.06",Census Tract 24.06,CA,San Bernardino County,California,CT,2394436,0
"06","071","004511",1400000US06071004511,"06071004511","45.11",Census Tract 45.11,CA,San Bernardino County,California,CT,1598169,0
"06","071","002112",1400000US06071002112,"06071002112","21.12",Census Tract 21.12,CA,San Bernardino County,California,CT,9109657,0
"06","071","011601",1400000US06071011601,"06071011601","116.01",Census Tract 116.01,CA,San Bernardino County,California,CT,15093025,1271933
"06","071","009916",1400000US06071009916,"06071009916","99.16",Census Tract 99.16,CA,San Bernardino County,California,CT,4046325,0
"06","071","004301",1400000US06071004301,"06071004301","43.01",Census Tract 43.01,CA,San Bernardino County,California,CT,1385993,0
"06","071","004004",1400000US06071004004,"06071004004","40.04",Census Tract 40.04,CA,San Bernardino County,California,CT,21325309,980665
"06","071","000804",1400000US06071000804,"06071000804","8.04",Census Tract 8.04,CA,San Bernardino County,California,CT,6443914,417287
"06","071","001103",1400000US06071001103,"06071001103","11.03",Census Tract 11.03,CA,San Bernardino County,California,CT,1672685,0
"06","071","009135",1400000US06071009135,"06071009135","91.35",Census Tract 91.35,CA,San Bernardino County,California,CT,19362772,0
"06","071","008406",1400000US06071008406,"06071008406","84.06",Census Tract 84.06,CA,San Bernardino County,California,CT,5709224,0
"06","071","002709",1400000US06071002709,"06071002709","27.09",Census Tract 27.09,CA,San Bernardino County,California,CT,13642108,0
"06","071","002405",1400000US06071002405,"06071002405","24.05",Census Tract 24.05,CA,San Bernardino County,California,CT,1509028,0
"06","071","010429",1400000US06071010429,"06071010429","104.29",Census Tract 104.29,CA,San Bernardino County,California,CT,15253491,0
"06","071","009721",1400000US06071009721,"06071009721","97.21",Census Tract 97.21,CA,San Bernardino County,California,CT,3990198,0
"06","071","009136",1400000US06071009136,"06071009136","91.36",Census Tract 91.36,CA,San Bernardino County,California,CT,19261047,0
"06","071","007002",1400000US06071007002,"06071007002","70.02",Census Tract 70.02,CA,San Bernardino County,California,CT,1584359,0
"06","071","002047",1400000US06071002047,"06071002047","20.47",Census Tract 20.47,CA,San Bernardino County,California,CT,1796676,0
"06","071","009918",1400000US06071009918,"06071009918","99.18",Census Tract 99.18,CA,San Bernardino County,California,CT,2184700,0
"06","071","011408",1400000US06071011408,"06071011408","114.08",Census Tract 114.08,CA,San Bernardino County,California,CT,5854203,0
"06","071","012106",1400000US06071012106,"06071012106","121.06",Census Tract 121.06,CA,San Bernardino County,California,CT,917781904,0
"06","071","001702",1400000US06071001702,"06071001702","17.02",Census Tract 17.02,CA,San Bernardino County,California,CT,2820668,0
"06","071","010024",1400000US06071010024,"06071010024","100.24",Census Tract 100.24,CA,San Bernardino County,California,CT,98919697,315381
"06","071","010700",1400000US06071010700,"06071010700","107",Census Tract 107,CA,San Bernardino County,California,CT,139316510,0
"06","071","010415",1400000US06071010415,"06071010415","104.15",Census Tract 104.15,CA,San Bernardino County,California,CT,19526164,0
"06","071","004403",1400000US06071004403,"06071004403","44.03",Census Tract 44.03,CA,San Bernardino County,California,CT,1332368,0
"06","071","002901",1400000US06071002901,"06071002901","29.01",Census Tract 29.01,CA,San Bernardino County,California,CT,1296478,0
"06","071","002206",1400000US06071002206,"06071002206","22.06",Census Tract 22.06,CA,San Bernardino County,California,CT,1984320,22016
"06","071","000401",1400000US06071000401,"06071000401","4.01",Census Tract 4.01,CA,San Bernardino County,California,CT,5985371,0
"06","071","025000",1400000US06071025000,"06071025000","250",Census Tract 250,CA,San Bernardino County,California,CT,2771277904,18684
"06","071","001813",1400000US06071001813,"06071001813","18.13",Census Tract 18.13,CA,San Bernardino County,California,CT,1549571,0
"06","071","010420",1400000US06071010420,"06071010420","104.20",Census Tract 104.20,CA,San Bernardino County,California,CT,97382252,0
"06","071","010432",1400000US06071010432,"06071010432","104.32",Census Tract 104.32,CA,San Bernardino County,California,CT,336026638,0
"06","071","010436",1400000US06071010436,"06071010436","104.36",Census Tract 104.36,CA,San Bernardino County,California,CT,132113545,0
"06","071","010430",1400000US06071010430,"06071010430","104.30",Census Tract 104.30,CA,San Bernardino County,California,CT,12287674,0
"06","071","002207",1400000US06071002207,"06071002207","22.07",Census Tract 22.07,CA,San Bernardino County,California,CT,7977011,0
"06","071","002105",1400000US06071002105,"06071002105","21.05",Census Tract 21.05,CA,San Bernardino County,California,CT,3363837,0
"06","071","001309",1400000US06071001309,"06071001309","13.09",Census Tract 13.09,CA,San Bernardino County,California,CT,1302941,0
"06","071","003612",1400000US06071003612,"06071003612","36.12",Census Tract 36.12,CA,San Bernardino County,California,CT,2930720,0
"06","071","004507",1400000US06071004507,"06071004507","45.07",Census Tract 45.07,CA,San Bernardino County,California,CT,1884944,0
"06","071","009109",1400000US06071009109,"06071009109","91.09",Census Tract 91.09,CA,San Bernardino County,California,CT,54452185,0
"06","071","003404",1400000US06071003404,"06071003404","34.04",Census Tract 34.04,CA,San Bernardino County,California,CT,1013153,0
"06","071","002609",1400000US06071002609,"06071002609","26.09",Census Tract 26.09,CA,San Bernardino County,California,CT,12816654,0
"06","071","001908",1400000US06071001908,"06071001908","19.08",Census Tract 19.08,CA,San Bernardino County,California,CT,14622958,0
"06","071","009502",1400000US06071009502,"06071009502","95.02",Census Tract 95.02,CA,San Bernardino County,California,CT,3310538,0
"06","071","009722",1400000US06071009722,"06071009722","97.22",Census Tract 97.22,CA,San Bernardino County,California,CT,4896197,0
"06","071","009713",1400000US06071009713,"06071009713","97.13",Census Tract 97.13,CA,San Bernardino County,California,CT,20049137,0
"06","071","004603",1400000US06071004603,"06071004603","46.03",Census Tract 46.03,CA,San Bernardino County,California,CT,4265989,0
"06","071","005800",1400000US06071005800,"06071005800","58",Census Tract 58,CA,San Bernardino County,California,CT,1626333,40644
"06","071","007104",1400000US06071007104,"06071007104","71.04",Census Tract 71.04,CA,San Bernardino County,California,CT,3660079,0
"06","071","011002",1400000US06071011002,"06071011002","110.02",Census Tract 110.02,CA,San Bernardino County,California,CT,78517925,0
"06","071","010426",1400000US06071010426,"06071010426","104.26",Census Tract 104.26,CA,San Bernardino County,California,CT,91095714,0
"06","071","006101",1400000US06071006101,"06071006101","61.01",Census Tract 61.01,CA,San Bernardino County,California,CT,2634721,0
"06","071","008715",1400000US06071008715,"06071008715","87.15",Census Tract 87.15,CA,San Bernardino County,California,CT,14762292,0
"06","071","012201",1400000US06071012201,"06071012201","122.01",Census Tract 122.01,CA,San Bernardino County,California,CT,3714520,0
"06","071","009726",1400000US06071009726,"06071009726","97.26",Census Tract 97.26,CA,San Bernardino County,California,CT,6457686,0
"06","071","009913",1400000US06071009913,"06071009913","99.13",Census Tract 99.13,CA,San Bernardino County,California,CT,12081616,120971
"06","071","010425",1400000US06071010425,"06071010425","104.25",Census Tract 104.25,CA,San Bernardino County,California,CT,3476093771,53327
"06","071","010431",1400000US06071010431,"06071010431","104.31",Census Tract 104.31,CA,San Bernardino County,California,CT,162884679,0
"06","071","004201",1400000US06071004201,"06071004201","42.01",Census Tract 42.01,CA,San Bernardino County,California,CT,3227622,179601
"06","071","007105",1400000US06071007105,"06071007105","71.05",Census Tract 71.05,CA,San Bernardino County,California,CT,4405013,0
"06","071","006601",1400000US06071006601,"06071006601","66.01",Census Tract 66.01,CA,San Bernardino County,California,CT,2069668,0
"06","071","010424",1400000US06071010424,"06071010424","104.24",Census Tract 104.24,CA,San Bernardino County,California,CT,1679263094,0
"06","071","000109",1400000US06071000109,"06071000109","1.09",Census Tract 1.09,CA,San Bernardino County,California,CT,3251828,0
"06","071","010010",1400000US06071010010,"06071010010","100.10",Census Tract 100.10,CA,San Bernardino County,California,CT,10850191,0
"06","071","002204",1400000US06071002204,"06071002204","22.04",Census Tract 22.04,CA,San Bernardino County,California,CT,19290381,0
"06","071","009720",1400000US06071009720,"06071009720","97.20",Census Tract 97.20,CA,San Bernardino County,California,CT,1118842,0
"06","071","010029",1400000US06071010029,"06071010029","100.29",Census Tract 100.29,CA,San Bernardino County,California,CT,5999572,34056
"06","071","006502",1400000US06071006502,"06071006502","65.02",Census Tract 65.02,CA,San Bernardino County,California,CT,1655880,0
"06","071","002611",1400000US06071002611,"06071002611","26.11",Census Tract 26.11,CA,San Bernardino County,California,CT,4025637,0
"06","071","009400",1400000US06071009400,"06071009400","94",Census Tract 94,CA,San Bernardino County,California,CT,11159702,0
"06","071","011407",1400000US06071011407,"06071011407","114.07",Census Tract 114.07,CA,San Bernardino County,California,CT,4074292,0
"06","071","000103",1400000US06071000103,"06071000103","1.03",Census Tract 1.03,CA,San Bernardino County,California,CT,2844033,0
"06","071","004503",1400000US06071004503,"06071004503","45.03",Census Tract 45.03,CA,San Bernardino County,California,CT,13623664,0
"06","071","003301",1400000US06071003301,"06071003301","33.01",Census Tract 33.01,CA,San Bernardino County,California,CT,1935229,0
"06","071","000821",1400000US06071000821,"06071000821","8.21",Census Tract 8.21,CA,San Bernardino County,California,CT,2508715,0
"06","071","003609",1400000US06071003609,"06071003609","36.09",Census Tract 36.09,CA,San Bernardino County,California,CT,2186018,0
"06","071","003507",1400000US06071003507,"06071003507","35.07",Census Tract 35.07,CA,San Bernardino County,California,CT,1630743,0
"06","071","007303",1400000US06071007303,"06071007303","73.03",Census Tract 73.03,CA,San Bernardino County,California,CT,2690526,0
"06","071","002013",1400000US06071002013,"06071002013","20.13",Census Tract 20.13,CA,San Bernardino County,California,CT,2040204,0
"06","071","007111",1400000US06071007111,"06071007111","71.11",Census Tract 71.11,CA,San Bernardino County,California,CT,1696606,0
"06","071","000814",1400000US06071000814,"06071000814","8.14",Census Tract 8.14,CA,San Bernardino County,California,CT,2772686,0
"06","071","002028",1400000US06071002028,"06071002028","20.28",Census Tract 20.28,CA,San Bernardino County,California,CT,2092622,0
"06","071","010028",1400000US06071010028,"06071010028","100.28",Census Tract 100.28,CA,San Bernardino County,California,CT,9409380,0
"06","071","005101",1400000US06071005101,"06071005101","51.01",Census Tract 51.01,CA,San Bernardino County,California,CT,3186813,0
"06","071","002041",1400000US06071002041,"06071002041","20.41",Census Tract 20.41,CA,San Bernardino County,California,CT,7283225,0
"06","071","003803",1400000US06071003803,"06071003803","38.03",Census Tract 38.03,CA,San Bernardino County,California,CT,1645998,0
"06","071","002109",1400000US06071002109,"06071002109","21.09",Census Tract 21.09,CA,San Bernardino County,California,CT,4774265,53055
"06","071","001001",1400000US06071001001,"06071001001","10.01",Census Tract 10.01,CA,San Bernardino County,California,CT,1445442,0
"06","071","009727",1400000US06071009727,"06071009727","97.27",Census Tract 97.27,CA,San Bernardino County,California,CT,2468672,0
"06","071","004202",1400000US06071004202,"06071004202","42.02",Census Tract 42.02,CA,San Bernardino County,California,CT,1814584,0
"06","071","008711",1400000US06071008711,"06071008711","87.11",Census Tract 87.11,CA,San Bernardino County,California,CT,48238863,11185
